ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
16456,CS,4740,001,Lecture,"3","Marty Humphrey","TuTh 9:30AM - 10:45AM","Thornton Hall E316","Cloud Computing","",Closed,82,80,0
16455,CS,4750,001,Lecture,"3","Nada Basit","MoWe 3:30PM - 4:45PM","Mechanical Engr Bldg 205","Database Systems","",Closed,105,80,0
16920,CS,4760,001,Lecture,"3","Ahmed Ibrahim","MoWe 5:00PM - 6:15PM","Olsson Hall 120","Network Security","",Open,71,80,0
16343,CS,4971,001,Practicum,"3","Ahmed Ibrahim","MoWeFr 10:00AM - 10:50AM","Rice Hall 130","Capstone Practicum II","",Open,92,110,0
20324,CS,4980,001,Independent Study,"1 - 3","Joanne Dugan","TBA","TBA","Capstone Research","",Open,0,30,0
16363,CS,4980,002,Independent Study,"1 - 3","James Cohoon","TBA","TBA","Capstone Research","",Open,1,30,0
16364,CS,4980,003,Independent Study,"1 - 3","Jack Davidson","TBA","TBA","Capstone Research","",Open,3,30,0
16365,CS,4980,004,Independent Study,"1 - 3","David Evans","TBA","TBA","Capstone Research","",Open,4,30,0
16366,CS,4980,005,Independent Study,"1 - 3","Mark Floryan","TBA","TBA","Capstone Research","",Open,3,30,0
20318,CS,4980,006,Independent Study,"1 - 3","Homa Alemzadeh","TBA","TBA","Capstone Research","",Open,0,30,0
16367,CS,4980,007,Independent Study,"1 - 3","Hongning Wang","TBA","TBA","Capstone Research","",Open,1,30,0
20330,CS,4980,008,Independent Study,"1 - 3","Jonathan Goodall","TBA","TBA","Capstone Research","",Open,0,30,0
20338,CS,4980,009,Independent Study,"1 - 3","Denis Nekipelov","TBA","TBA","Capstone Research","",Open,0,30,0
16800,CS,4980,010,Independent Study,"1 - 3","Madhur Behl","TBA","TBA","Capstone Research","",Open,7,30,0
16583,CS,4980,011,Independent Study,"1 - 3","Luther Tychonievich","TBA","TBA","Capstone Research","",Open,0,30,0
16368,CS,4980,012,Independent Study,"1 - 3","Mohammad Mahmoody Ghidary","TBA","TBA","Capstone Research","",Open,1,30,0
20339,CS,4980,013,Independent Study,"1 - 3","Malathi Veeraraghavan","TBA","TBA","Capstone Research","",Open,2,30,0
16369,CS,4980,014,Independent Study,"1 - 3","Yanjun Qi","TBA","TBA","Capstone Research","",Open,1,30,0
16370,CS,4980,015,Independent Study,"1 - 3","Gabriel Robins","TBA","TBA","Capstone Research","",Open,0,30,0
20340,CS,4980,016,Independent Study,"1 - 3","Kristen Naegle","TBA","TBA","Capstone Research","",Open,0,30,0
16371,CS,4980,017,Independent Study,"1 - 3","Mark Sherriff","TBA","TBA","Capstone Research","",Open,3,30,0
16372,CS,4980,018,Independent Study,"1 - 3","Kevin Skadron","TBA","TBA","Capstone Research","",Open,0,30,0
20549,CS,4980,019,Independent Study,"1 - 3","Sebastian Elbaum","TBA","TBA","Capstone Research","",Open,1,30,0
20610,CS,4980,020,Independent Study,"1 - 3","Samira Khan","TBA","TBA","Capstone Research","",Open,1,30,0
20626,CS,4980,021,Independent Study,"1 - 3","Jack Davidson, Ying Foutz","TBA","TBA","Capstone Research","",Open,1,30,0
16373,CS,4980,022,Independent Study,"1 - 3","Alfred Weaver","TBA","TBA","Capstone Research","",Open,0,30,0
20893,CS,4980,023,Independent Study,"1 - 3","Anil Kumar Vullikanti","TBA","TBA","Capstone Research","",Open,0,30,0
20894,CS,4980,024,Independent Study,"1 - 3","Madhav Marathe","TBA","TBA","Capstone Research","",Open,0,30,0
20934,CS,4980,025,Independent Study,"1 - 3","Yonghwi Kwon","TBA","TBA","Capstone Research","",Open,3,30,0
16582,CS,4980,026,Independent Study,"1 - 3","Nada Basit","TBA","TBA","Capstone Research","",Open,6,30,0
20972,CS,4980,027,Independent Study,"1 - 3","Aidong Zhang","TBA","TBA","Capstone Research","",Open,0,30,0
20973,CS,4980,028,Independent Study,"1 - 3","David Wu","TBA","TBA","Capstone Research","",Open,0,30,0
21133,CS,4980,029,Independent Study,"1 - 3","Rich Nguyen","TBA","TBA","Capstone Research","",Open,2,30,0
16597,CS,4980,030,Independent Study,"1 - 3","Baishakhi Ray","TBA","TBA","Capstone Research","",Open,0,30,0
21201,CS,4980,031,Independent Study,"1 - 3","Worthy Martin","TBA","TBA","Capstone Research","",Open,1,30,0
16778,CS,4980,032,Independent Study,"1 - 3","Ahmed Ibrahim","TBA","TBA","Capstone Research","",Open,0,30,0
21293,CS,4980,033,Independent Study,"1 - 3","Matthew Dwyer","TBA","TBA","Capstone Research","",Open,1,30,0
16779,CS,4980,034,Independent Study,"1 - 3","Upsorn Praphamontripong","TBA","TBA","Capstone Research","",Open,1,30,0
16780,CS,4980,037,Independent Study,"1 - 3","Lu Feng","TBA","TBA","Capstone Research","",Open,4,30,0
16801,CS,4980,039,Independent Study,"1 - 3","Nathan Brunelle","TBA","TBA","Capstone Research","",Open,7,30,0
16856,CS,4980,041,Independent Study,"1 - 3","Yuan Tian","TBA","TBA","Capstone Research","",Open,4,30,0
16917,CS,4980,042,Independent Study,"1 - 3","Farzad Hassanzadeh","TBA","TBA","Capstone Research","",Open,0,30,0
16927,CS,4980,043,Independent Study,"1 - 3","Dimitrios Diochnos","TBA","TBA","Capstone Research","",Open,0,30,0
16930,CS,4980,044,Independent Study,"1 - 3","Haiying Shen","TBA","TBA","Capstone Research","",Open,4,30,0
16802,CS,4993,001,Independent Study,"1 - 3","Madhur Behl","TBA","TBA","Independent Study","",Open,4,30,0
15914,CS,4993,002,Independent Study,"1 - 3","Mary Soffa","TBA","TBA","Independent Study","",Open,0,10,0
15915,CS,4993,003,Independent Study,"1 - 3","Andrew Grimshaw","TBA","TBA","Independent Study","",Open,2,10,0
20317,CS,4993,004,Independent Study,"1 - 3","Homa Alemzadeh","TBA","TBA","Independent Study","",Open,1,30,0
20323,CS,4993,005,Independent Study,"1 - 3","Joanne Dugan","TBA","TBA","Independent Study","",Open,0,30,0
20329,CS,4993,006,Independent Study,"1 - 3","Jonathan Goodall","TBA","TBA","Independent Study","",Open,1,30,0
20335,CS,4993,007,Independent Study,"1 - 3","Denis Nekipelov","TBA","TBA","Independent Study","",Open,2,30,0
16184,CS,4993,008,Independent Study,"1 - 3","James Cohoon","TBA","TBA","Independent Study","",Open,0,10,0
20336,CS,4993,009,Independent Study,"1 - 3","Malathi Veeraraghavan","TBA","TBA","Independent Study","",Open,1,30,0
16228,CS,4993,010,Independent Study,"1 - 3","Mark Sherriff","TBA","TBA","Independent Study","",Open,2,10,0
16229,CS,4993,011,Independent Study,"1 - 3","Kevin Sullivan","TBA","TBA","Independent Study","",Open,0,10,0
20337,CS,4993,012,Independent Study,"1 - 3","Kristen Naegle","TBA","TBA","Independent Study","",Open,0,30,0
20633,CS,4993,013,Independent Study,"1 - 3","Alfred Weaver","TBA","TBA","Independent Study","",Open,2,30,0
20817,CS,4993,014,Independent Study,"1 - 3","John Hott","TBA","TBA","Independent Study","",Open,2,30,0
20834,CS,4993,015,Independent Study,"1 - 3","Upsorn Praphamontripong","TBA","TBA","Independent Study","",Open,2,30,0
20891,CS,4993,016,Independent Study,"1 - 3","Anil Kumar Vullikanti","TBA","TBA","Independent Study","",Open,0,30,0
16318,CS,4993,017,Independent Study,"1 - 3","Gabriel Robins","TBA","TBA","Independent Study","",Open,0,10,0
20892,CS,4993,018,Independent Study,"1 - 3","Madhav Marathe","TBA","TBA","Independent Study","",Open,0,30,0
20970,CS,4993,019,Independent Study,"1 - 3","Aidong Zhang","TBA","TBA","Independent Study","",Open,0,30,0
20971,CS,4993,020,Independent Study,"1 - 3","David Wu","TBA","TBA","Independent Study","",Open,0,30,0
16379,CS,4993,021,Independent Study,"1 - 3","Nada Basit","TBA","TBA","Independent Study","",Open,7,10,0
16383,CS,4993,022,Independent Study,"1 - 3","Yanjun Qi","TBA","TBA","Independent Study","",Open,4,30,0
20997,CS,4993,023,Independent Study,"1 - 3","Panagiotis Apostolellis","TBA","TBA","Independent Study","",Open,5,30,0
21105,CS,4993,024,Independent Study,"1 - 3","Yangfeng Ji","TBA","TBA","Independent Study","",Open,1,30,0
16384,CS,4993,025,Independent Study,"1 - 3","David Evans","TBA","TBA","Independent Study","",Open,2,30,0
16527,CS,4993,026,Independent Study,"1 - 3","Hongning Wang","TBA","TBA","Independent Study","",Open,1,30,0
21259,CS,4993,027,Independent Study,"1 - 3","Yonghwi Kwon","TBA","TBA","Independent Study","",Open,1,30,0
16771,CS,4993,032,Independent Study,"1 - 3","Ahmed Ibrahim","TBA","TBA","Independent Study","",Open,1,30,0
16781,CS,4993,036,Independent Study,"1 - 3","Vicente Ordonez-Roman","TBA","TBA","Independent Study","",Open,1,30,0
16782,CS,4993,037,Independent Study,"1 - 3","Lu Feng","TBA","TBA","Independent Study","",Open,4,30,0
16803,CS,4993,039,Independent Study,"1 - 3","Nathan Brunelle","TBA","TBA","Independent Study","",Open,1,30,0
16857,CS,4993,040,Independent Study,"1 - 3","Yuan Tian","TBA","TBA","Independent Study","",Open,5,30,0
16926,CS,4993,041,Independent Study,"1 - 3","Dimitrios Diochnos","TBA","TBA","Independent Study","",Open,0,30,0
17016,CS,4993,043,Independent Study,"1 - 3","Nada Basit","TBA","TBA","Independent Study","",Open,0,30,0
17045,CS,4993,044,Independent Study,"1 - 3","Farzad Hassanzadeh","TBA","TBA","Independent Study","",Open,2,30,0
16422,CS,4998,001,Independent Study,"3","Mark Floryan","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0
16423,CS,4998,002,Independent Study,"3","Hongning Wang","TBA","TBA","Distinguished BA Majors Research","",Open,2,30,0
20172,CS,4998,003,Independent Study,"3","Yanjun Qi","TBA","TBA","Distinguished BA Majors Research","",Open,1,30,0
20319,CS,4998,004,Independent Study,"3","Homa Alemzadeh","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0
20325,CS,4998,005,Independent Study,"3","Joanne Dugan","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0
20331,CS,4998,006,Independent Study,"3","Jonathan Goodall","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0
20341,CS,4998,007,Independent Study,"3","Denis Nekipelov","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0
20342,CS,4998,008,Independent Study,"3","Malathi Veeraraghavan","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0
20343,CS,4998,009,Independent Study,"3","Kristen Naegle","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0
21195,CS,4998,010,Independent Study,"3","Mark Sherriff","TBA","TBA","Distinguished BA Majors Research","",Open,1,30,0
16640,CS,6160,001,Lecture,"3","Mohammad Mahmoody Ghidary","Fr 2:00PM - 4:45PM","Olsson Hall 011","Theory of Computation","",Open,7,75,0
19938,CS,6434,001,Lecture,"3","Homa Alemzadeh","TuTh 5:00PM - 6:15PM","Thornton Hall E304","Dependable Computing Systems","",Open,3,12,0
21180,CS,6444,001,Lecture,"3","Andrew Grimshaw","TuTh 5:00PM - 6:15PM","Thornton Hall D115","Introduction to Parallel Computing","",Open,1,35,0
18903,CS,6456,001,Lecture,"3","Andrew Grimshaw","TuTh 2:00PM - 3:15PM","Olsson Hall 005","Operating Systems","",Open,14,65,0
19661,CS,6465,001,Lecture,"3","Joanne Dugan","TuTh 9:30AM - 10:45AM","Rice Hall 120","Robots and Humans","",Closed,12,12,0
16575,CS,6501,001,Lecture,"3","Jack Davidson","TuTh 2:00PM - 3:15PM","Thornton Hall E303","Special Topics in Computer Science","Defense Against the Dark Arts",Open,45,60,0
18904,CS,6501,002,Lecture,"3","Staff","MoWeFr 12:00PM - 12:50PM","Mechanical Engr Bldg 341","Special Topics in Computer Science","",Open,0,65,0
16641,CS,6501,003,Lecture,"3","Lu Feng","TuTh 3:30PM - 4:45PM","Olsson Hall 011","Special Topics in Computer Science","Formal Methods for CPS &Robots",Open,23,30,0
16309,CS,6501,004,Lecture,"3","Vicente Ordonez-Roman","MoWe 3:30PM - 4:45PM","Thornton Hall E303","Special Topics in Computer Science","Deep Learning for Visual Recog",Closed,87,80,0
16642,CS,6501,005,Lecture,"3","Dimitrios Diochnos","MoWeFr 1:00PM - 1:50PM","Olsson Hall 009","Special Topics in Computer Science","Learning Theory",Open,19,60,0
16645,CS,6501,006,Lecture,"3","Nikolaos Sidiropoulos","MoWe 4:00PM - 5:15PM","Thornton Hall E304","Special Topics in Computer Science","Tensors for Data Science",Open,7,12,0
20066,CS,6501,007,Lecture,"3","Samira Khan","MoWe 2:00PM - 3:15PM","Mechanical Engineering 305","Special Topics in Computer Science","Advanced Computer Architecture",Open,7,10,0
20123,CS,6501,008,Lecture,"3","Farzad Hassanzadeh","TuTh 5:00PM - 6:15PM","Thornton Hall E316","Special Topics in Computer Science","Stat Learning & Graph Models",Open,17,36,0
20217,CS,6501,009,Seminar,"3","Sebastian Elbaum","MoWe 3:30PM - 4:45PM","Olsson Hall 005","Special Topics in Computer Science","Software Engineering Robots",Open,13,30,0
20219,CS,6501,010,Lecture,"3","David Wu","MoWeFr 10:00AM - 10:50AM","Rice Hall 032","Special Topics in Computer Science","Cryptography",Open,11,30,0
20270,CS,6501,011,Lecture,"3","Hongning Wang","TuTh 3:30PM - 4:45PM","Olsson Hall 009","Special Topics in Computer Science","Text Mining",Open,50,60,0
19106,CS,6620,001,Lecture,"3","Mary Soffa","TuTh 11:00AM - 12:15PM","Olsson Hall 009","Compilers","",Open,27,37,0
16566,CS,6750,001,Lecture,"3","Abdeltawab Hendawi","TuTh 5:00PM - 6:15PM","Olsson Hall 005","Database Systems","",Open,56,60,0
20806,CS,6890,001,Independent Study,"1","John Stankovic","TBA","TBA","Industrial Applications","",Open,1,30,0
21116,CS,6890,002,Independent Study,"1","Alfred Weaver","TBA","TBA","Industrial Applications","",Open,1,30,0
21261,CS,6890,003,Independent Study,"1","Mary Soffa","TBA","TBA","Industrial Applications","",Open,0,30,0
16796,CS,6890,010,Independent Study,"1","Mohammad Mahmoody Ghidary","TBA","TBA","Industrial Applications","",Open,0,30,0
20465,CS,6993,001,Independent Study,"1 - 12","Andrew Grimshaw","TBA","TBA","Independent Study","",Open,0,10,0
21262,CS,6993,002,Independent Study,"1 - 12","Mary Soffa","TBA","TBA","Independent Study","",Open,0,30,0
16530,CS,6993,003,Independent Study,"1 - 12","Nada Basit","TBA","TBA","Independent Study","",Open,2,10,0
16590,CS,6993,004,Independent Study,"1 - 12","Mohammad Mahmoody Ghidary","TBA","TBA","Independent Study","",Open,1,10,0
16998,CS,6993,006,Independent Study,"1 - 12","Hongning Wang","TBA","TBA","Independent Study","",Open,4,10,0
20326,CS,7993,001,Independent Study,"1 - 12","Joanne Dugan","TBA","TBA","Independent Study","",Open,1,30,0
16194,CS,7993,002,Independent Study,"1 - 12","John Stankovic","TBA","TBA","Independent Study","",Open,3,30,0
16376,CS,7993,003,Independent Study,"1 - 12","Yanjun Qi","TBA","TBA","Independent Study","",Open,1,5,0
20320,CS,7993,004,Independent Study,"1 - 12","Homa Alemzadeh","TBA","TBA","Independent Study","",Open,0,30,0
20332,CS,7993,005,Independent Study,"1 - 12","Jonathan Goodall","TBA","TBA","Independent Study","",Open,1,30,0
16598,CS,7993,006,Independent Study,"1 - 12","Baishakhi Ray","TBA","TBA","Independent Study","",Open,0,30,0
16599,CS,7993,007,Independent Study,"1 - 12","Samira Khan","TBA","TBA","Independent Study","",Open,3,30,0
20344,CS,7993,008,Independent Study,"1 - 12","Denis Nekipelov","TBA","TBA","Independent Study","",Open,0,30,0
20345,CS,7993,009,Independent Study,"1 - 12","Malathi Veeraraghavan","TBA","TBA","Independent Study","",Open,2,30,0
20346,CS,7993,010,Independent Study,"1 - 12","Kristen Naegle","TBA","TBA","Independent Study","",Open,0,30,0
16646,CS,7993,011,Independent Study,"1 - 12","Vicente Ordonez-Roman","TBA","TBA","Independent Study","",Open,4,30,0
20466,CS,7993,012,Independent Study,"1 - 12","Andrew Grimshaw","TBA","TBA","Independent Study","",Open,1,30,0
16799,CS,7993,013,Independent Study,"1 - 12","Lu Feng","TBA","TBA","Independent Study","",Open,4,30,0
16804,CS,7993,014,Independent Study,"1 - 12","Madhur Behl","TBA","TBA","Independent Study","",Open,4,30,0
20895,CS,7993,015,Independent Study,"1 - 12","Anil Kumar Vullikanti","TBA","TBA","Independent Study","",Open,0,30,0
20896,CS,7993,016,Independent Study,"1 - 12","Madhav Marathe","TBA","TBA","Independent Study","",Open,0,30,0
16805,CS,7993,017,Independent Study,"1 - 12","Quanquan Gu","TBA","TBA","Independent Study","",Open,0,30,0
16858,CS,7993,018,Independent Study,"1 - 12","Yuan Tian","TBA","TBA","Independent Study","",Open,7,30,0
20974,CS,7993,019,Independent Study,"1 - 12","Aidong Zhang","TBA","TBA","Independent Study","",Open,0,30,0
17052,CS,7993,020,Independent Study,"1 - 12","Upsorn Praphamontripong","TBA","TBA","Independent Study","",Open,2,30,0
20975,CS,7993,021,Independent Study,"1 - 12","David Wu","TBA","TBA","Independent Study","",Open,0,30,0
21002,CS,7993,022,Independent Study,"1 - 12","Ahmed Ibrahim","TBA","TBA","Independent Study","",Open,1,30,0
21100,CS,7993,023,Independent Study,"1 - 12","Marty Humphrey","TBA","TBA","Independent Study","",Open,1,30,0
21106,CS,7993,024,Independent Study,"1 - 12","Yangfeng Ji","TBA","TBA","Independent Study","",Open,2,30,0
21197,CS,7993,025,Independent Study,"1 - 12","Mohammad Mahmoody Ghidary","TBA","TBA","Independent Study","",Open,2,30,0
21263,CS,7993,026,Independent Study,"1 - 12","Mary Soffa","TBA","TBA","Independent Study","",Open,0,30,0
20328,CS,7995,001,Independent Study,"3","Joanne Dugan","TBA","TBA","Supervised Project Research","",Open,0,30,0
20334,CS,7995,002,Independent Study,"3","Jonathan Goodall","TBA","TBA","Supervised Project Research","",Open,0,30,0
20322,CS,7995,003,Independent Study,"3","Homa Alemzadeh","TBA","TBA","Supervised Project Research","",Open,0,30,0
16418,CS,7995,004,Independent Study,"3","Connelly Barnes","TBA","TBA","Supervised Project Research","",Open,0,30,0
20350,CS,7995,005,Independent Study,"3","Denis Nekipelov","TBA","TBA","Supervised Project Research","",Open,0,30,0
20351,CS,7995,006,Independent Study,"3","Malathi Veeraraghavan","TBA","TBA","Supervised Project Research","",Open,0,30,0
20352,CS,7995,007,Independent Study,"3","Kristen Naegle","TBA","TBA","Supervised Project Research","",Open,0,30,0
20897,CS,7995,008,Independent Study,"3","Anil Kumar Vullikanti","TBA","TBA","Supervised Project Research","",Open,0,30,0
20898,CS,7995,009,Independent Study,"3","Madhav Marathe","TBA","TBA","Supervised Project Research","",Open,0,30,0
20976,CS,7995,010,Independent Study,"3","Aidong Zhang","TBA","TBA","Supervised Project Research","",Open,0,30,0
20977,CS,7995,011,Independent Study,"3","David Wu","TBA","TBA","Supervised Project Research","",Open,0,30,0
21021,CS,7995,012,Independent Study,"3","Sebastian Elbaum","TBA","TBA","Supervised Project Research","",Open,1,30,0
21040,CS,7995,013,Independent Study,"3","Rich Nguyen","TBA","TBA","Supervised Project Research","",Open,1,30,0
21099,CS,7995,014,Independent Study,"3","Nada Basit","TBA","TBA","Supervised Project Research","",Open,1,30,0
21118,CS,7995,015,Independent Study,"3","Madhur Behl","TBA","TBA","Supervised Project Research","",Open,1,30,0
21198,CS,7995,016,Independent Study,"3","Mohammad Mahmoody Ghidary","TBA","TBA","Supervised Project Research","",Open,1,30,0
21264,CS,7995,017,Independent Study,"3","Mary Soffa","TBA","TBA","Supervised Project Research","",Open,1,30,0
21297,CS,7995,018,Independent Study,"3","Yangfeng Ji","TBA","TBA","Supervised Project Research","",Open,1,30,0
16600,CS,7995,019,Independent Study,"3","Baishakhi Ray","TBA","TBA","Supervised Project Research","",Open,0,30,0
16647,CS,7995,022,Independent Study,"3","Vicente Ordonez-Roman","TBA","TBA","Supervised Project Research","",Open,3,30,0
16806,CS,7995,025,Independent Study,"3","Quanquan Gu","TBA","TBA","Supervised Project Research","",Open,0,30,0
16859,CS,7995,026,Independent Study,"3","Yuan Tian","TBA","TBA","Supervised Project Research","",Open,3,30,0
18906,CS,8501,001,Lecture,"3","Yangfeng Ji","Fr 2:00PM - 4:30PM","Rice Hall 011","Special Topics in Computer Science","Advanced NLP",Open,10,16,0
20143,CS,8501,002,Lecture,"3","Yanjun Qi","Fr 9:00AM - 11:30AM","Rice Hall 011","Special Topics in Computer Science","Deep Learning Advances Graphs",Open,11,16,0
16191,CS,8524,001,Lecture,"1 - 3","Kevin Sullivan","TBA","TBA","Topics in Software Engineering","",Open,22,30,0
15799,CS,8897,001,Independent Study,"1 - 12","Jack Davidson","TBA","TBA","Graduate Teaching Instruction","",Open,0,20,0
15916,CS,8897,002,Independent Study,"1 - 12","David Evans","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0
16402,CS,8897,003,Independent Study,"1 - 12","Mohammad Mahmoody Ghidary","TBA","TBA","Graduate Teaching Instruction","",Open,0,10,0
